Job Title,Job Category,Company,Salary,Skills Required
Security Analyst,Cybersecurity,Amazon,22 LPA,"Ethical Hacking, Incident Response, Firewall Management, Python"
AI Engineer,Artificial Intelligence,TCS,25 LPA,"Computer Vision, TensorFlow, Python, PyTorch"
Senior Data Scientist,Data Science,IBM,30 LPA,"TensorFlow, SQL, Pandas, Python, Machine Learning, PySpark"
Backend Developer,Web Development,Google,15 LPA,"APIs, Python, Django, Flask"
Database Administrator,Database Management,Cisco,15 LPA,"Database Design, Oracle, Performance Tuning, SQL, Backup and Recovery"
Frontend Developer,Web Development,Deloitte,15 LPA,"CSS, Git, Responsive Design, HTML"
Data Analyst,Data Science,Meta,25 LPA,"Data Visualization, Python, Tableau, SQL, Excel"
Backend Developer,Web Development,IBM,12 LPA,"APIs, Git, Python, SQL, Bootstrap"
Backend Developer,Web Development,Meta,18 LPA,"Python, APIs, Flask, Git, SQL"
DevOps Engineer,DevOps,Capgemini,32 LPA,"Jenkins, Linux, AWS, CI/CD, Kubernetes, Docker"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Network Security, Python, Ethical Hacking, Incident Response, Firewall Management"
Senior Data Scientist,Data Science,Accenture,20 LPA,"Data Analysis, Python, TensorFlow, Statistics, SQL, Pandas"
Data Analyst,Data Science,Meta,30 LPA,"Python, Statistics, SQL, Tableau"
Senior Data Scientist,Data Science,Deloitte,25 LPA,"Python, Pandas, SQL, Statistics, TensorFlow, Data Analysis"
Database Administrator,Database Management,Amazon,18 LPA,"Database Design, Oracle, Performance Tuning, PostgreSQL"
Business Analyst,Business Analysis,Accenture,14 LPA,"Requirement Gathering, SQL, Excel, Business Analysis, Agile Methodology"
AI Engineer,Artificial Intelligence,Cisco,25 LPA,"Computer Vision, TensorFlow, Python, NLP, Deep Learning, PyTorch"
Frontend Developer,Web Development,Microsoft,15 LPA,"JavaScript, Responsive Design, React, HTML, Git"
AI Engineer,Artificial Intelligence,Infosys,35 LPA,"Python, NLP, TensorFlow, Computer Vision"
Business Analyst,Business Analysis,Meta,14 LPA,"SQL, Business Analysis, Requirement Gathering, Power BI, Excel, Agile Methodology"
Java Developer,Software Engineering,Infosys,20 LPA,"Maven, OOP Concepts, Spring Boot, SQL"
Java Developer,Software Engineering,Cisco,18 LPA,"Java, Spring Boot, Maven, OOP Concepts"
Database Administrator,Database Management,Deloitte,15 LPA,"Performance Tuning, Database Design, Backup and Recovery, Oracle, SQL"
AI Engineer,Artificial Intelligence,Amazon,35 LPA,"Python, TensorFlow, NLP, Computer Vision"
Senior Data Scientist,Data Science,Google,25 LPA,"Pandas, Python, Statistics, SQL, Data Analysis, Machine Learning, TensorFlow"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"SEM, Email Marketing, Content Marketing"
Database Administrator,Database Management,Deloitte,20 LPA,"Performance Tuning, Backup and Recovery, SQL, Oracle, Database Design"
Security Analyst,Cybersecurity,Microsoft,26 LPA,"Incident Response, Ethical Hacking, Firewall Management, Network Security"
Data Analyst,Data Science,Infosys,20 LPA,"Statistics, Tableau, SQL, Python, Excel, Data Visualization"
Database Administrator,Database Management,IBM,18 LPA,"Database Design, SQL, Performance Tuning"
Business Analyst,Business Analysis,Capgemini,14 LPA,"Excel, Tableau, Power BI, SQL, Business Analysis, Agile Methodology"
Senior Data Scientist,Data Science,IBM,30 LPA,"Statistics, TensorFlow, Python, SQL, Data Analysis, Pandas, Machine Learning"
Cloud Engineer,Cloud Computing,Deloitte,25 LPA,"AWS, Cloud Security, Docker, Terraform, Linux, Kubernetes"
AI Engineer,Artificial Intelligence,Microsoft,25 LPA,"NLP, Computer Vision, Python, TensorFlow, PyTorch"
Java Developer,Software Engineering,Google,14 LPA,"OOP Concepts, Spring Boot, Java, Data Structures, SQL, Maven, Hibernate"
Business Analyst,Business Analysis,Capgemini,10 LPA,"Tableau, Excel, Requirement Gathering, Business Analysis, SQL, Power BI"
AI Engineer,Artificial Intelligence,Capgemini,25 LPA,"TensorFlow, Computer Vision, Deep Learning"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Firewall Management, Incident Response, Python, Network Security, Cryptography"
Backend Developer,Web Development,Google,15 LPA,"Django, Flask, Git, SQL"
Security Analyst,Cybersecurity,Deloitte,22 LPA,"Python, Incident Response, Firewall Management, Network Security, Ethical Hacking"
Cloud Engineer,Cloud Computing,Cisco,32 LPA,"Linux, Kubernetes, Cloud Security, Terraform, Docker"
Security Analyst,Cybersecurity,Meta,26 LPA,"Ethical Hacking, Firewall Management, Python, Network Security, Incident Response, Cryptography"
Senior Data Scientist,Data Science,TCS,25 LPA,"TensorFlow, Python, Data Analysis, Statistics, SQL"
Backend Developer,Web Development,Deloitte,12 LPA,"SQL, Flask, Python, Django"
Backend Developer,Web Development,Capgemini,15 LPA,"Git, SQL, Django, Flask, Python, Bootstrap"
Backend Developer,Web Development,IBM,12 LPA,"Git, Python, Flask, SQL, Django, APIs"
Data Analyst,Data Science,Capgemini,25 LPA,"Python, Statistics, SQL, Excel, PySpark"
Java Developer,Software Engineering,Accenture,20 LPA,"SQL, Data Structures, Maven, Java, Spring Boot, Hibernate"
Backend Developer,Web Development,Meta,15 LPA,"Git, APIs, Flask, Python, Django, SQL"
Database Administrator,Database Management,Deloitte,20 LPA,"Performance Tuning, Oracle, SQL, PostgreSQL"
Frontend Developer,Web Development,Cisco,18 LPA,"CSS, HTML, React, JavaScript, Git"
Java Developer,Software Engineering,Google,18 LPA,"Maven, SQL, Data Structures, Java, Spring Boot"
Data Analyst,Data Science,Google,25 LPA,"SQL, Tableau, Python, Excel, Statistics, Data Visualization"
Database Administrator,Database Management,Deloitte,20 LPA,"Backup and Recovery, SQL, Oracle"
Senior Data Scientist,Data Science,Accenture,30 LPA,"SQL, Machine Learning, TensorFlow, Pandas, Data Analysis"
Java Developer,Software Engineering,Accenture,18 LPA,"Spring Boot, SQL, OOP Concepts, Maven, Java, Data Structures, Hibernate"
Java Developer,Software Engineering,TCS,20 LPA,"Java, OOP Concepts, Spring Boot, Data Structures"
AI Engineer,Artificial Intelligence,Meta,35 LPA,"Deep Learning, Python, TensorFlow, NLP"
DevOps Engineer,DevOps,Deloitte,28 LPA,"AWS, CI/CD, Jenkins, Kubernetes, Linux, Ansible"
Security Analyst,Cybersecurity,IBM,30 LPA,"Network Security, Incident Response, Python, Cryptography"
Java Developer,Software Engineering,Capgemini,18 LPA,"Maven, Spring Boot, Data Structures, OOP Concepts"
DevOps Engineer,DevOps,Infosys,28 LPA,"Linux, AWS, CI/CD, Jenkins, Kubernetes, Docker"
Digital Marketing Specialist,Digital Marketing,Meta,10 LPA,"SEM, Email Marketing, SEO, Google Analytics, Content Marketing"
Java Developer,Software Engineering,Meta,18 LPA,"Spring Boot, Maven, Java, Data Structures, JUnit"
Security Analyst,Cybersecurity,Microsoft,26 LPA,"Python, Incident Response, Firewall Management, Network Security"
Frontend Developer,Web Development,Google,12 LPA,"React, HTML, Git, JavaScript, Responsive Design"
Cloud Engineer,Cloud Computing,Accenture,25 LPA,"Kubernetes, Linux, AWS, Terraform, Cloud Security, Azure"
Java Developer,Software Engineering,Amazon,20 LPA,"Data Structures, OOP Concepts, Spring Boot, Maven, Java, SQL, Hibernate"
Backend Developer,Web Development,Capgemini,15 LPA,"APIs, Git, Python, Django, SQL"
Cloud Engineer,Cloud Computing,Google,25 LPA,"Cloud Security, Docker, AWS, Kubernetes, Terraform"
DevOps Engineer,DevOps,Accenture,24 LPA,"Docker, AWS, Kubernetes, Jenkins"
Business Analyst,Business Analysis,Cisco,10 LPA,"Power BI, Excel, Tableau, SQL, Agile Methodology"
Digital Marketing Specialist,Digital Marketing,Google,8 LPA,"SEO, SEM, Content Marketing, Email Marketing"
AI Engineer,Artificial Intelligence,Infosys,35 LPA,"NLP, Computer Vision, TensorFlow"
Data Analyst,Data Science,TCS,20 LPA,"SQL, Statistics, Tableau, Excel, PySpark"
Backend Developer,Web Development,Meta,18 LPA,"Django, Git, APIs, SQL, Flask, Python"
Java Developer,Software Engineering,Google,20 LPA,"OOP Concepts, Spring Boot, Maven, SQL, Data Structures, JUnit"
Cloud Engineer,Cloud Computing,Infosys,25 LPA,"AWS, Cloud Security, Docker, Kubernetes, Linux"
DevOps Engineer,DevOps,Capgemini,24 LPA,"Docker, Kubernetes, Jenkins, AWS, Linux, CI/CD"
Digital Marketing Specialist,Digital Marketing,TCS,12 LPA,"Content Marketing, Email Marketing, SEO"
Database Administrator,Database Management,Amazon,18 LPA,"SQL, Backup and Recovery, Database Design, Performance Tuning"
Frontend Developer,Web Development,Capgemini,12 LPA,"JavaScript, Git, React, HTML, CSS, Responsive Design"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Firewall Management, Network Security, Python"
DevOps Engineer,DevOps,Capgemini,28 LPA,"Jenkins, CI/CD, Linux, AWS, Kubernetes"
Business Analyst,Business Analysis,Cisco,10 LPA,"Excel, Business Analysis, SQL, Tableau, Power BI, Agile Methodology"
Java Developer,Software Engineering,Cisco,18 LPA,"Maven, SQL, Data Structures, Java, Hibernate"
Business Analyst,Business Analysis,Amazon,16 LPA,"SQL, Excel, Requirement Gathering, Tableau, Business Analysis, Power BI"
DevOps Engineer,DevOps,IBM,24 LPA,"Linux, Jenkins, Kubernetes, Docker, AWS, CI/CD"
Frontend Developer,Web Development,IBM,15 LPA,"Responsive Design, HTML, Git, React, JavaScript"
Frontend Developer,Web Development,TCS,12 LPA,"HTML, Git, JavaScript, React, Responsive Design, Bootstrap"
Senior Data Scientist,Data Science,TCS,30 LPA,"Data Analysis, Pandas, Statistics, TensorFlow, Python"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Ethical Hacking, Network Security, Python, Incident Response, Firewall Management"
Frontend Developer,Web Development,IBM,15 LPA,"JavaScript, React, HTML, Git, CSS, Responsive Design, Bootstrap"
Digital Marketing Specialist,Digital Marketing,IBM,10 LPA,"Email Marketing, Google Analytics, SEM, Content Marketing, SEO"
Java Developer,Software Engineering,Amazon,14 LPA,"SQL, Maven, Data Structures, Spring Boot, Java, OOP Concepts, Hibernate"
Senior Data Scientist,Data Science,Infosys,25 LPA,"Statistics, Python, SQL, Data Analysis, TensorFlow"
Cloud Engineer,Cloud Computing,Accenture,32 LPA,"Cloud Security, Terraform, Docker, Kubernetes, Linux, AWS"
Senior Data Scientist,Data Science,Meta,30 LPA,"TensorFlow, Machine Learning, Data Analysis, Python, Pandas, SQL, Statistics"
Business Analyst,Business Analysis,Amazon,14 LPA,"Excel, SQL, Power BI, Tableau, Requirement Gathering, Business Analysis, Agile Methodology"
Backend Developer,Web Development,TCS,15 LPA,"APIs, Flask, Django, Python, Git, SQL"
Security Analyst,Cybersecurity,Cisco,22 LPA,"Firewall Management, Incident Response, Network Security, Python, Cryptography"
Data Analyst,Data Science,Infosys,30 LPA,"SQL, Python, Data Visualization, Statistics, Excel, Tableau"
Security Analyst,Cybersecurity,Google,30 LPA,"Python, Incident Response, Ethical Hacking, Network Security, Firewall Management, SIEM"
DevOps Engineer,DevOps,Capgemini,24 LPA,"Kubernetes, AWS, Jenkins, Linux, Docker, CI/CD, Ansible"
Backend Developer,Web Development,Meta,15 LPA,"APIs, Python, Git, Flask"
Security Analyst,Cybersecurity,Amazon,22 LPA,"Incident Response, Python, Ethical Hacking"
DevOps Engineer,DevOps,Infosys,32 LPA,"Kubernetes, CI/CD, AWS, Docker, Linux, Jenkins"
Frontend Developer,Web Development,Infosys,12 LPA,"JavaScript, Git, Responsive Design, CSS, React"
Database Administrator,Database Management,IBM,18 LPA,"Database Design, Backup and Recovery, Oracle"
DevOps Engineer,DevOps,Google,32 LPA,"Jenkins, Kubernetes, AWS, Linux, CI/CD, Docker, Ansible"
Frontend Developer,Web Development,TCS,12 LPA,"CSS, HTML, React, JavaScript, Bootstrap"
Database Administrator,Database Management,Capgemini,15 LPA,"SQL, Database Design, Performance Tuning, Backup and Recovery"
Backend Developer,Web Development,Capgemini,18 LPA,"SQL, APIs, Flask, Django, Git"
Security Analyst,Cybersecurity,Capgemini,22 LPA,"Ethical Hacking, Network Security, Firewall Management, Python"
Java Developer,Software Engineering,Amazon,18 LPA,"OOP Concepts, Maven, SQL, Data Structures, Spring Boot"
Frontend Developer,Web Development,Amazon,18 LPA,"JavaScript, React, Git, CSS"
Business Analyst,Business Analysis,Meta,14 LPA,"Requirement Gathering, Excel, SQL, Business Analysis, Agile Methodology"
Backend Developer,Web Development,Cisco,15 LPA,"Django, Python, Git, APIs, SQL, Flask, Next.js"
Data Analyst,Data Science,Cisco,30 LPA,"SQL, Statistics, Data Visualization, Python"
Cloud Engineer,Cloud Computing,Accenture,32 LPA,"Linux, Kubernetes, Terraform, Docker, Cloud Security"
AI Engineer,Artificial Intelligence,Infosys,30 LPA,"NLP, Computer Vision, Python, PyTorch"
Database Administrator,Database Management,Infosys,20 LPA,"Performance Tuning, Oracle, Backup and Recovery, PostgreSQL"
Backend Developer,Web Development,Google,15 LPA,"APIs, Git, SQL, Django, Next.js"
Database Administrator,Database Management,Microsoft,15 LPA,"Database Design, SQL, Performance Tuning, Oracle, Backup and Recovery, PostgreSQL"
Backend Developer,Web Development,Cisco,15 LPA,"Flask, Django, Python, SQL, APIs"
Backend Developer,Web Development,Meta,12 LPA,"SQL, Git, Django, APIs"
Frontend Developer,Web Development,Amazon,18 LPA,"HTML, Responsive Design, JavaScript, CSS, Bootstrap"
Java Developer,Software Engineering,Meta,18 LPA,"Java, SQL, Data Structures, Spring Boot, Maven, OOP Concepts"
AI Engineer,Artificial Intelligence,Cisco,30 LPA,"Python, Deep Learning, NLP, Computer Vision, TensorFlow"
Senior Data Scientist,Data Science,IBM,20 LPA,"TensorFlow, Python, Statistics, Machine Learning, Data Analysis"
DevOps Engineer,DevOps,Cisco,32 LPA,"Docker, AWS, CI/CD, Kubernetes, Jenkins, Linux"
Data Analyst,Data Science,TCS,20 LPA,"Data Visualization, Tableau, Statistics, Python, Hadoop"
Backend Developer,Web Development,TCS,18 LPA,"APIs, Django, Flask, SQL, Python, Git"
Business Analyst,Business Analysis,Meta,10 LPA,"Excel, Requirement Gathering, SQL, Tableau"
Data Analyst,Data Science,Deloitte,25 LPA,"Tableau, Statistics, Excel, SQL, Python, Data Visualization, Hadoop"
Frontend Developer,Web Development,Deloitte,15 LPA,"React, Git, JavaScript, Responsive Design, Next.js"
Business Analyst,Business Analysis,Google,14 LPA,"Power BI, Excel, SQL, Business Analysis, Requirement Gathering, Tableau"
Cloud Engineer,Cloud Computing,Infosys,32 LPA,"Cloud Security, Docker, Linux, Kubernetes, AWS"
DevOps Engineer,DevOps,Accenture,28 LPA,"Jenkins, Kubernetes, CI/CD, Docker"
AI Engineer,Artificial Intelligence,Capgemini,30 LPA,"Computer Vision, TensorFlow, NLP"
Backend Developer,Web Development,TCS,18 LPA,"Flask, APIs, SQL, Git"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"Google Analytics, SEO, Content Marketing"
Business Analyst,Business Analysis,Google,10 LPA,"Requirement Gathering, Power BI, Business Analysis, Tableau, Excel, SQL"
Java Developer,Software Engineering,Infosys,14 LPA,"Spring Boot, Java, Data Structures, OOP Concepts, SQL, Maven, JUnit"
Data Analyst,Data Science,Google,30 LPA,"Excel, Data Visualization, Python, Statistics, Tableau"
Frontend Developer,Web Development,IBM,15 LPA,"Git, Responsive Design, HTML, CSS, JavaScript, React"
DevOps Engineer,DevOps,Microsoft,28 LPA,"Kubernetes, Linux, CI/CD, Docker, Jenkins, AWS, Ansible"
Backend Developer,Web Development,Infosys,18 LPA,"Flask, SQL, Django, Python"
Security Analyst,Cybersecurity,Capgemini,30 LPA,"Network Security, Incident Response, Python, Firewall Management, Ethical Hacking"
Cloud Engineer,Cloud Computing,Infosys,28 LPA,"Kubernetes, Terraform, Docker, Cloud Security, Linux"
Frontend Developer,Web Development,Accenture,15 LPA,"CSS, JavaScript, React, HTML"
Data Analyst,Data Science,TCS,25 LPA,"Data Visualization, Tableau, SQL, Excel, Statistics"
Security Analyst,Cybersecurity,Google,26 LPA,"Incident Response, Ethical Hacking, Python, Firewall Management, Network Security"
Security Analyst,Cybersecurity,Meta,26 LPA,"Ethical Hacking, Network Security, Python, Firewall Management, Incident Response"
DevOps Engineer,DevOps,Accenture,28 LPA,"CI/CD, Docker, AWS, Linux, Kubernetes"
Frontend Developer,Web Development,Capgemini,12 LPA,"HTML, JavaScript, Responsive Design, Git"
Business Analyst,Business Analysis,Deloitte,14 LPA,"Business Analysis, SQL, Requirement Gathering, Excel"
Digital Marketing Specialist,Digital Marketing,Accenture,8 LPA,"Google Analytics, Email Marketing, Content Marketing"
DevOps Engineer,DevOps,Amazon,28 LPA,"Docker, CI/CD, Linux, AWS"
DevOps Engineer,DevOps,Microsoft,24 LPA,"Docker, Kubernetes, Jenkins, CI/CD, AWS"
Senior Data Scientist,Data Science,IBM,30 LPA,"Machine Learning, Python, Statistics, SQL, Pandas, TensorFlow"
Database Administrator,Database Management,TCS,15 LPA,"Oracle, Backup and Recovery, Performance Tuning"
AI Engineer,Artificial Intelligence,Deloitte,35 LPA,"TensorFlow, Deep Learning, Python, PyTorch"
Backend Developer,Web Development,Google,15 LPA,"Django, Flask, Python, SQL, Next.js"
AI Engineer,Artificial Intelligence,IBM,30 LPA,"NLP, Deep Learning, TensorFlow"
Senior Data Scientist,Data Science,Cisco,20 LPA,"Machine Learning, Data Analysis, Pandas, Python, Statistics, TensorFlow, PySpark"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Ethical Hacking, Python, Firewall Management, Network Security"
Cloud Engineer,Cloud Computing,Meta,32 LPA,"AWS, Docker, Cloud Security, Terraform"
Cloud Engineer,Cloud Computing,TCS,28 LPA,"Cloud Security, Terraform, Linux, AWS, Docker, Kubernetes"
Senior Data Scientist,Data Science,Capgemini,20 LPA,"Pandas, Data Analysis, Machine Learning, Python, SQL"
Backend Developer,Web Development,Google,18 LPA,"Flask, Git, Django, Python, SQL"
Backend Developer,Web Development,TCS,18 LPA,"Python, APIs, Django, Git, Flask, Bootstrap"
Security Analyst,Cybersecurity,Deloitte,22 LPA,"Network Security, Firewall Management, Python, Ethical Hacking, Incident Response"
Backend Developer,Web Development,Infosys,15 LPA,"APIs, Python, SQL, Django, Bootstrap"
Senior Data Scientist,Data Science,Accenture,25 LPA,"Machine Learning, TensorFlow, Pandas, SQL, Statistics, Python, Data Analysis, PySpark"
Data Analyst,Data Science,Cisco,25 LPA,"SQL, Data Visualization, Excel, Tableau, PySpark"
Java Developer,Software Engineering,Accenture,14 LPA,"Spring Boot, OOP Concepts, Data Structures, Java, SQL, Maven"
AI Engineer,Artificial Intelligence,Google,25 LPA,"Python, Computer Vision, TensorFlow, Deep Learning"
Java Developer,Software Engineering,Infosys,18 LPA,"SQL, OOP Concepts, Maven, Data Structures, Spring Boot, Java"
Java Developer,Software Engineering,Meta,20 LPA,"Maven, Data Structures, OOP Concepts, SQL, Spring Boot, Hibernate"
Frontend Developer,Web Development,Cisco,15 LPA,"JavaScript, HTML, Git, CSS, React, Responsive Design"
DevOps Engineer,DevOps,Cisco,32 LPA,"AWS, Kubernetes, Docker, CI/CD, Linux"
Business Analyst,Business Analysis,TCS,14 LPA,"Excel, Tableau, Business Analysis, SQL"
Database Administrator,Database Management,Infosys,20 LPA,"Database Design, SQL, Backup and Recovery"
Business Analyst,Business Analysis,Capgemini,10 LPA,"Tableau, Business Analysis, Power BI, SQL, Requirement Gathering, Excel, Agile Methodology"
AI Engineer,Artificial Intelligence,Meta,35 LPA,"NLP, Computer Vision, TensorFlow, Deep Learning, Python"
Senior Data Scientist,Data Science,Infosys,30 LPA,"TensorFlow, Data Analysis, Statistics, Python, Machine Learning, SQL, Pandas"
Backend Developer,Web Development,Cisco,18 LPA,"Python, SQL, Django, Flask, Git, APIs"
AI Engineer,Artificial Intelligence,Cisco,25 LPA,"TensorFlow, Python, Deep Learning"
Senior Data Scientist,Data Science,Microsoft,25 LPA,"Statistics, TensorFlow, Data Analysis, Python, Pandas, SQL, Machine Learning, PySpark"
Digital Marketing Specialist,Digital Marketing,Meta,12 LPA,"Email Marketing, SEO, Content Marketing, SEM"
Cloud Engineer,Cloud Computing,Amazon,32 LPA,"Docker, Terraform, AWS, Cloud Security, Kubernetes"
Security Analyst,Cybersecurity,IBM,26 LPA,"Firewall Management, Python, Network Security, SIEM"
Data Analyst,Data Science,TCS,30 LPA,"Excel, SQL, Tableau, Data Visualization, Python, Statistics"
AI Engineer,Artificial Intelligence,Microsoft,30 LPA,"Computer Vision, Python, TensorFlow, Deep Learning"
Database Administrator,Database Management,TCS,18 LPA,"Performance Tuning, Database Design, Backup and Recovery"
Database Administrator,Database Management,Accenture,15 LPA,"SQL, Oracle, Database Design, Backup and Recovery"
Digital Marketing Specialist,Digital Marketing,IBM,12 LPA,"SEO, Google Analytics, Content Marketing, SEM, Email Marketing, Social Media Marketing"
Security Analyst,Cybersecurity,IBM,26 LPA,"Incident Response, Ethical Hacking, Network Security, Python, Firewall Management"
AI Engineer,Artificial Intelligence,Accenture,30 LPA,"NLP, Deep Learning, TensorFlow"
Backend Developer,Web Development,IBM,18 LPA,"Python, Git, Flask, APIs, Django, SQL"
Security Analyst,Cybersecurity,Deloitte,22 LPA,"Incident Response, Network Security, Python, Ethical Hacking, Firewall Management, SIEM"
Backend Developer,Web Development,Cisco,12 LPA,"Django, APIs, Flask, Git, SQL, Python, Bootstrap"
Backend Developer,Web Development,Cisco,18 LPA,"Python, Git, Flask, APIs, Django, Bootstrap"
Digital Marketing Specialist,Digital Marketing,Google,8 LPA,"SEM, Google Analytics, SEO, Email Marketing, Social Media Marketing"
Backend Developer,Web Development,TCS,18 LPA,"Python, Flask, SQL, APIs, Django, Next.js"
AI Engineer,Artificial Intelligence,Amazon,30 LPA,"TensorFlow, Deep Learning, Computer Vision"
AI Engineer,Artificial Intelligence,Google,30 LPA,"Computer Vision, Deep Learning, NLP, TensorFlow, Python"
Cloud Engineer,Cloud Computing,TCS,32 LPA,"AWS, Linux, Terraform, Cloud Security, Kubernetes, Docker"
Digital Marketing Specialist,Digital Marketing,Accenture,12 LPA,"Google Analytics, Content Marketing, SEO"
Java Developer,Software Engineering,Microsoft,20 LPA,"OOP Concepts, Spring Boot, Java, Data Structures, SQL, Hibernate"
DevOps Engineer,DevOps,Cisco,32 LPA,"CI/CD, AWS, Linux, Jenkins, Kubernetes, Ansible"
Database Administrator,Database Management,TCS,18 LPA,"SQL, Backup and Recovery, Database Design, PostgreSQL"
AI Engineer,Artificial Intelligence,Meta,30 LPA,"Python, Deep Learning, NLP"
Cloud Engineer,Cloud Computing,Infosys,25 LPA,"Kubernetes, Docker, Linux, Terraform"
Frontend Developer,Web Development,Accenture,18 LPA,"CSS, Responsive Design, JavaScript, React, Git, Bootstrap"
Frontend Developer,Web Development,Accenture,12 LPA,"Responsive Design, CSS, JavaScript, Git, HTML"
Business Analyst,Business Analysis,Infosys,14 LPA,"SQL, Excel, Power BI, Requirement Gathering, Tableau, Business Analysis, Agile Methodology"
Java Developer,Software Engineering,Accenture,14 LPA,"Java, Data Structures, Spring Boot, Maven, SQL, JUnit"
Backend Developer,Web Development,Infosys,18 LPA,"Python, SQL, APIs, Django, Git"
Security Analyst,Cybersecurity,Capgemini,26 LPA,"Firewall Management, Python, Incident Response, Cryptography"
Database Administrator,Database Management,Cisco,15 LPA,"SQL, Oracle, Backup and Recovery, Database Design, PostgreSQL"
Digital Marketing Specialist,Digital Marketing,Accenture,12 LPA,"Email Marketing, Google Analytics, SEM, SEO, Content Marketing"
AI Engineer,Artificial Intelligence,IBM,25 LPA,"TensorFlow, Computer Vision, Deep Learning"
DevOps Engineer,DevOps,Meta,32 LPA,"AWS, Kubernetes, Jenkins, Linux, Docker"
Backend Developer,Web Development,TCS,15 LPA,"Flask, APIs, Git, SQL, Django, Python"
DevOps Engineer,DevOps,Accenture,28 LPA,"Docker, AWS, Jenkins, Linux, Kubernetes, Ansible"
Security Analyst,Cybersecurity,Deloitte,22 LPA,"Incident Response, Firewall Management, Ethical Hacking, Network Security, Python"
Cloud Engineer,Cloud Computing,Cisco,32 LPA,"Terraform, Docker, Linux, Cloud Security, Azure"
AI Engineer,Artificial Intelligence,Capgemini,25 LPA,"TensorFlow, Deep Learning, Computer Vision, Python, NLP, PyTorch"
Database Administrator,Database Management,Accenture,18 LPA,"Backup and Recovery, Database Design, Oracle"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Ethical Hacking, Python, Firewall Management, Incident Response, Cryptography"
DevOps Engineer,DevOps,Accenture,32 LPA,"Kubernetes, Jenkins, Linux, AWS, Docker"
Data Analyst,Data Science,Infosys,30 LPA,"Python, Data Visualization, Excel, SQL, Tableau, Statistics"
Database Administrator,Database Management,Meta,15 LPA,"SQL, Backup and Recovery, Oracle, Database Design"
Digital Marketing Specialist,Digital Marketing,Accenture,8 LPA,"Email Marketing, SEO, Content Marketing, Google Analytics"
Frontend Developer,Web Development,Accenture,15 LPA,"Responsive Design, React, Git, JavaScript, Next.js"
Java Developer,Software Engineering,Accenture,20 LPA,"Maven, OOP Concepts, SQL, Spring Boot, JUnit"
Backend Developer,Web Development,Accenture,15 LPA,"SQL, Git, Django, Python, APIs"
Backend Developer,Web Development,Cisco,18 LPA,"Git, SQL, Flask, APIs, Django, Bootstrap"
Database Administrator,Database Management,Accenture,18 LPA,"Performance Tuning, Database Design, Oracle, Backup and Recovery, PostgreSQL"
Cloud Engineer,Cloud Computing,Infosys,32 LPA,"AWS, Kubernetes, Docker, Terraform, GCP"
Security Analyst,Cybersecurity,Microsoft,22 LPA,"Ethical Hacking, Firewall Management, Network Security, Python, Incident Response"
Cloud Engineer,Cloud Computing,Amazon,28 LPA,"Terraform, AWS, Linux, Docker"
Business Analyst,Business Analysis,Cisco,14 LPA,"Power BI, Requirement Gathering, Tableau, Excel"
DevOps Engineer,DevOps,Meta,32 LPA,"AWS, Docker, Kubernetes, Jenkins, CI/CD, Linux"
AI Engineer,Artificial Intelligence,Cisco,30 LPA,"Python, TensorFlow, Computer Vision, Deep Learning, NLP"
Security Analyst,Cybersecurity,Deloitte,30 LPA,"Incident Response, Python, Ethical Hacking"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Google Analytics, Content Marketing, Email Marketing, SEM, SEO"
Java Developer,Software Engineering,Deloitte,14 LPA,"Data Structures, Spring Boot, SQL, Maven"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Email Marketing, Content Marketing, SEM, SEO, Google Analytics, Social Media Marketing"
Senior Data Scientist,Data Science,Meta,30 LPA,"TensorFlow, Statistics, Pandas, Machine Learning, Python, Hadoop"
Java Developer,Software Engineering,Microsoft,20 LPA,"Java, SQL, Maven, Spring Boot"
Senior Data Scientist,Data Science,Deloitte,30 LPA,"Statistics, Machine Learning, Python, SQL, Pandas, PySpark"
Database Administrator,Database Management,Meta,20 LPA,"Database Design, Oracle, Backup and Recovery"
DevOps Engineer,DevOps,Capgemini,24 LPA,"CI/CD, Jenkins, Kubernetes, Docker, AWS, Linux"
Security Analyst,Cybersecurity,Microsoft,22 LPA,"Python, Ethical Hacking, Network Security, Incident Response, Firewall Management"
Senior Data Scientist,Data Science,Amazon,25 LPA,"Pandas, TensorFlow, SQL, Python, Statistics, Machine Learning, Data Analysis"
Java Developer,Software Engineering,Infosys,20 LPA,"Spring Boot, SQL, Maven, Data Structures"
Frontend Developer,Web Development,Accenture,12 LPA,"React, HTML, JavaScript, Git, CSS"
Java Developer,Software Engineering,Capgemini,20 LPA,"Maven, OOP Concepts, Spring Boot, SQL, Java, Data Structures"
Backend Developer,Web Development,IBM,12 LPA,"APIs, Python, Django, SQL, Git"
